"Geographic Area Name (NAME)","2017 NAICS code (NAICS2017)","Meaning of NAICS code (NAICS2017_LABEL)","Meaning of Legal form of organization code (LFO_LABEL)","Meaning of Employment size of establishments code (EMPSZES_LABEL)","Year (YEAR)","Number of establishments (ESTAB)","Annual payroll ($1,000) (PAYANN)","First-quarter payroll ($1,000) (PAYQTR1)","Number of employees (EMP)"
"Oklahoma","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 100 to 249 employees","2019","28","58,964","14,354","3,522"
"Oklahoma","722511","Full-service restaurants","S-corporations ","All establishments","2019","988","333,235","81,377","19,704"
"Oklahoma","722511","Full-service restaurants","S-corporations ","Establishments with less than 5 employees","2019","197","11,846","1,613","335"
"Oklahoma","722511","Full-service restaurants","S-corporations ","Establishments with 5 to 9 employees","2019","168","19,773","4,908","1,178"
"Oklahoma","722511","Full-service restaurants","S-corporations ","Establishments with 10 to 19 employees","2019","269","59,880","14,962","3,756"
"Oklahoma","722511","Full-service restaurants","S-corporations ","Establishments with 20 to 49 employees","2019","282","144,564","36,533","8,753"
"Oklahoma","722511","Full-service restaurants","S-corporations ","Establishments with 50 to 99 employees","2019","55","56,139","13,498","3,389"
"Oklahoma","722511","Full-service restaurants","S-corporations ","Establishments with 100 to 249 employees","2019","17","41,033","9,863","2,293"
"Oklahoma","722511","Full-service restaurants","Individual proprietorships","All establishments","2019","566","81,819","19,565","5,694"
"Oklahoma","722511","Full-service restaurants","Individual proprietorships","Establishments with less than 5 employees","2019","275","8,828","1,682","514"
"Oklahoma","722511","Full-service restaurants","Individual proprietorships","Establishments with 5 to 9 employees","2019","123","9,748","2,433","837"
"Oklahoma","722511","Full-service restaurants","Individual proprietorships","Establishments with 10 to 19 employees","2019","90","14,019","3,496","1,192"
"Oklahoma","722511","Full-service restaurants","Individual proprietorships","Establishments with 20 to 49 employees","2019","54","23,032","5,487","1,555"
"Oklahoma","722511","Full-service restaurants","Individual proprietorships","Establishments with 50 to 99 employees","2019","24","26,192","6,467","1,596"
"Oklahoma","722511","Full-service restaurants","Partnerships","All establishments","2019","844","303,581","72,778","18,895"
"Oklahoma","722511","Full-service restaurants","Partnerships","Establishments with less than 5 employees","2019","201","15,563","944","243"
"Oklahoma","722511","Full-service restaurants","Partnerships","Establishments with 5 to 9 employees","2019","114","10,896","2,551","765"
"Oklahoma","722511","Full-service restaurants","Partnerships","Establishments with 10 to 19 employees","2019","194","40,234","9,701","2,722"
"Oklahoma","722511","Full-service restaurants","Partnerships","Establishments with 20 to 49 employees","2019","227","106,528","26,569","7,005"
"Oklahoma","722511","Full-service restaurants","Partnerships","Establishments with 50 to 99 employees","2019","102","112,552","28,437","7,006"
"Oklahoma","722511","Full-service restaurants","Partnerships","Establishments with 100 to 249 employees","2019","5","10,134","2,457","533"
"Oregon","722511","Full-service restaurants","All establishments","All establishments","2019","4,478","1,717,164","393,523","72,818"
"Oregon","722511","Full-service restaurants","All establishments","Establishments with less than 5 employees","2019","1,123","75,965","8,044","1,739"
"Oregon","722511","Full-service restaurants","All establishments","Establishments with 5 to 9 employees","2019","938","122,465","28,772","6,439"
"Oregon","722511","Full-service restaurants","All establishments","Establishments with 10 to 19 employees","2019","1,150","338,007","79,174","15,959"
"Oregon","722511","Full-service restaurants","All establishments","Establishments with 20 to 49 employees","2019","1,022","704,523","164,404","29,812"
"Oregon","722511","Full-service restaurants","All establishments","Establishments with 50 to 99 employees","2019","206","344,495","81,504","13,647"
"Oregon","722511","Full-service restaurants","All establishments","Establishments with 100 to 249 employees","2019","39","131,709","31,625","5,222"
"Oregon","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","All establishments","2019","627","415,313","99,537","17,886"
"Oregon","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with less than 5 employees","2019","99","5,878","675","163"
"Oregon","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 5 to 9 employees","2019","79","11,760","2,924","577"
"Oregon","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 10 to 19 employees","2019","133","40,395","9,935","1,899"
"Oregon","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 20 to 49 employees","2019","221","157,429","37,435","6,836"
"Oregon","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 50 to 99 employees","2019","70","116,394","28,105","4,938"
"Oregon","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 100 to 249 employees","2019","25","83,457","20,463","3,473"
"Oregon","722511","Full-service restaurants","S-corporations ","All establishments","2019","2,131","837,298","190,184","34,491"
"Oregon","722511","Full-service restaurants","S-corporations ","Establishments with less than 5 employees","2019","380","31,333","3,372","638"
"Oregon","722511","Full-service restaurants","S-corporations ","Establishments with 5 to 9 employees","2019","454","62,026","14,704","3,155"
"Oregon","722511","Full-service restaurants","S-corporations ","Establishments with 10 to 19 employees","2019","674","206,268","47,984","9,402"
"Oregon","722511","Full-service restaurants","S-corporations ","Establishments with 20 to 49 employees","2019","534","374,194","86,587","15,311"
"Oregon","722511","Full-service restaurants","S-corporations ","Establishments with 50 to 99 employees","2019","81","138,288","31,983","5,059"
"Oregon","722511","Full-service restaurants","S-corporations ","Establishments with 100 to 249 employees","2019","8","25,189","5,554","926"
"Oregon","722511","Full-service restaurants","Individual proprietorships","All establishments","2019","689","120,591","27,288","5,887"
"Oregon","722511","Full-service restaurants","Individual proprietorships","Establishments with less than 5 employees","2019","320","16,139","2,484","559"
"Oregon","722511","Full-service restaurants","Individual proprietorships","Establishments with 5 to 9 employees","2019","183","20,615","4,890","1,209"
"Oregon","722511","Full-service restaurants","Individual proprietorships","Establishments with 10 to 19 employees","2019","115","27,972","6,522","1,552"
"Oregon","722511","Full-service restaurants","Individual proprietorships","Establishments with 20 to 49 employees","2019","59","31,869","7,557","1,552"
"Oregon","722511","Full-service restaurants","Individual proprietorships","Establishments with 50 to 99 employees","2019","10","15,475","3,675","706"
"Oregon","722511","Full-service restaurants","Partnerships","All establishments","2019","1,023","341,137","75,839","14,464"
"Oregon","722511","Full-service restaurants","Partnerships","Establishments with less than 5 employees","2019","320","22,429","1,462","372"
"Oregon","722511","Full-service restaurants","Partnerships","Establishments with 5 to 9 employees","2019","219","27,769","6,169","1,479"
"Oregon","722511","Full-service restaurants","Partnerships","Establishments with 10 to 19 employees","2019","228","63,372","14,733","3,106"
"Oregon","722511","Full-service restaurants","Partnerships","Establishments with 20 to 49 employees","2019","208","141,031","32,825","6,113"
"Oregon","722511","Full-service restaurants","Partnerships","Establishments with 50 to 99 employees","2019","44","71,994","17,202","2,880"
"Oregon","722511","Full-service restaurants","Partnerships","Establishments with 100 to 249 employees","2019","4","14,542","3,448","514"
"Oregon","722511","Full-service restaurants","Non-profit","All establishments","2019","6","440","136","26"
