"Geographic Area Name (NAME)","2017 NAICS code (NAICS2017)","Meaning of NAICS code (NAICS2017_LABEL)","Meaning of Legal form of organization code (LFO_LABEL)","Meaning of Employment size of establishments code (EMPSZES_LABEL)","Year (YEAR)","Number of establishments (ESTAB)","Annual payroll ($1,000) (PAYANN)","First-quarter payroll ($1,000) (PAYQTR1)","Number of employees (EMP)"
"California","722511","Full-service restaurants","Individual proprietorships","All establishments","2020","5,308","714,097","252,365","47,457"
"California","722511","Full-service restaurants","Individual proprietorships","Establishments with less than 5 employees","2020","2,488","82,179","21,372","4,826"
"California","722511","Full-service restaurants","Individual proprietorships","Establishments with 5 to 9 employees","2020","1,369","127,677","42,327","9,135"
"California","722511","Full-service restaurants","Individual proprietorships","Establishments with 10 to 19 employees","2020","959","184,833","63,667","12,759"
"California","722511","Full-service restaurants","Individual proprietorships","Establishments with 20 to 49 employees","2020","377","167,740","59,144","10,491"
"California","722511","Full-service restaurants","Individual proprietorships","Establishments with 50 to 99 employees","2020","97","94,477","41,263","6,902"
"California","722511","Full-service restaurants","Individual proprietorships","Establishments with 100 to 249 employees","2020","15","43,034","18,209","2,363"
"California","722511","Full-service restaurants","Individual proprietorships","Establishments with 250 to 499 employees","2020","3","14,157","6,383","981"
"California","722511","Full-service restaurants","Partnerships","All establishments","2020","5,815","2,746,273","996,640","150,069"
"California","722511","Full-service restaurants","Partnerships","Establishments with less than 5 employees","2020","1,296","84,555","11,421","1,970"
"California","722511","Full-service restaurants","Partnerships","Establishments with 5 to 9 employees","2020","865","90,732","30,327","5,869"
"California","722511","Full-service restaurants","Partnerships","Establishments with 10 to 19 employees","2020","1,161","256,055","89,738","16,037"
"California","722511","Full-service restaurants","Partnerships","Establishments with 20 to 49 employees","2020","1,535","831,458","323,519","49,227"
"California","722511","Full-service restaurants","Partnerships","Establishments with 50 to 99 employees","2020","783","902,987","355,077","51,196"
"California","722511","Full-service restaurants","Partnerships","Establishments with 100 to 249 employees","2020","164","515,881","161,961","22,035"
"California","722511","Full-service restaurants","Partnerships","Establishments with 250 to 499 employees","2020","9","42,343","17,901","2,522"
"California","722511","Full-service restaurants","Non-profit","All establishments","2020","22","4,565","1,622","285"
"California","722511","Full-service restaurants","Non-profit","Establishments with less than 5 employees","2020","7","102","40","6"
"California","722511","Full-service restaurants","Non-profit","Establishments with 5 to 9 employees","2020","3","170","88","22"
"California","722511","Full-service restaurants","Non-profit","Establishments with 10 to 19 employees","2020","6","1,488","478","78"
"California","722511","Full-service restaurants","Non-profit","Establishments with 20 to 49 employees","2020","6","2,805","1,016","179"
"California","722511","Full-service restaurants","Other noncorporate legal forms of organization","All establishments","2020","8","1,063","363","77"
"California","722511","Full-service restaurants","Other noncorporate legal forms of organization","Establishments with less than 5 employees","2020","3","79","22","4"
"California","722511","Full-service restaurants","Other noncorporate legal forms of organization","Establishments with 10 to 19 employees","2020","3","348","181","42"
"Colorado","722511","Full-service restaurants","All establishments","All establishments","2020","5,048","2,249,003","719,047","118,079"
"Colorado","722511","Full-service restaurants","All establishments","Establishments with less than 5 employees","2020","1,064","85,738","12,782","1,749"
"Colorado","722511","Full-service restaurants","All establishments","Establishments with 5 to 9 employees","2020","752","110,073","29,894","5,175"
"Colorado","722511","Full-service restaurants","All establishments","Establishments with 10 to 19 employees","2020","1,157","327,681","95,423","16,144"
"Colorado","722511","Full-service restaurants","All establishments","Establishments with 20 to 49 employees","2020","1,454","852,651","273,309","45,415"
"Colorado","722511","Full-service restaurants","All establishments","Establishments with 50 to 99 employees","2020","510","593,816","208,875","33,703"
"Colorado","722511","Full-service restaurants","All establishments","Establishments with 100 to 249 employees","2020","108","260,330","90,880","14,709"
"Colorado","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","All establishments","2020","773","548,923","192,893","32,778"
"Colorado","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with less than 5 employees","2020","100","13,411","2,787","134"
"Colorado","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 5 to 9 employees","2020","46","5,563","1,521","319"
"Colorado","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 10 to 19 employees","2020","121","31,725","10,420","1,793"
"Colorado","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 20 to 49 employees","2020","244","137,717","46,593","8,055"
"Colorado","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 50 to 99 employees","2020","210","228,085","82,786","14,271"
"Colorado","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 100 to 249 employees","2020","49","113,708","40,902","7,022"
"Colorado","722511","Full-service restaurants","S-corporations","All establishments","2020","2,672","1,068,042","316,162","50,965"
"Colorado","722511","Full-service restaurants","S-corporations","Establishments with less than 5 employees","2020","534","42,479","6,718","1,025"
"Colorado","722511","Full-service restaurants","S-corporations","Establishments with 5 to 9 employees","2020","500","80,426","21,513","3,436"
"Colorado","722511","Full-service restaurants","S-corporations","Establishments with 10 to 19 employees","2020","734","220,150","61,505","10,109"
"Colorado","722511","Full-service restaurants","S-corporations","Establishments with 20 to 49 employees","2020","717","444,885","134,685","21,784"
"Colorado","722511","Full-service restaurants","S-corporations","Establishments with 50 to 99 employees","2020","148","189,091","61,371","9,476"
"Colorado","722511","Full-service restaurants","S-corporations","Establishments with 100 to 249 employees","2020","39","91,011","30,370","5,135"
"Colorado","722511","Full-service restaurants","Individual proprietorships","All establishments","2020","420","94,229","30,168","5,971"
"Colorado","722511","Full-service restaurants","Individual proprietorships","Establishments with less than 5 employees","2020","180","8,440","1,224","284"
"Colorado","722511","Full-service restaurants","Individual proprietorships","Establishments with 5 to 9 employees","2020","80","8,851","2,454","538"
"Colorado","722511","Full-service restaurants","Individual proprietorships","Establishments with 10 to 19 employees","2020","61","13,383","4,240","888"
"Colorado","722511","Full-service restaurants","Individual proprietorships","Establishments with 20 to 49 employees","2020","69","31,376","9,509","1,944"
"Colorado","722511","Full-service restaurants","Individual proprietorships","Establishments with 50 to 99 employees","2020","25","21,194","8,926","1,669"
"Colorado","722511","Full-service restaurants","Individual proprietorships","Establishments with 100 to 249 employees","2020","5","10,985","3,815","648"
"Colorado","722511","Full-service restaurants","Partnerships","All establishments","2020","1,176","535,927","179,193","28,242"
"Colorado","722511","Full-service restaurants","Partnerships","Establishments with less than 5 employees","2020","246","21,314","2,046","303"
"Colorado","722511","Full-service restaurants","Partnerships","Establishments with 5 to 9 employees","2020","126","15,233","4,406","882"
"Colorado","722511","Full-service restaurants","Partnerships","Establishments with 10 to 19 employees","2020","240","62,311","19,195","3,344"
"Colorado","722511","Full-service restaurants","Partnerships","Establishments with 20 to 49 employees","2020","423","238,177","82,384","13,608"
"Colorado","722511","Full-service restaurants","Partnerships","Establishments with 50 to 99 employees","2020","126","154,266","55,369","8,201"
"Colorado","722511","Full-service restaurants","Partnerships","Establishments with 100 to 249 employees","2020","15","44,626","15,793","1,904"
"Colorado","722511","Full-service restaurants","Non-profit","All establishments","2020","4","533","145","27"
"Colorado","722511","Full-service restaurants","Non-profit","Establishments with less than 5 employees","2020","3","37","7","3"
"Colorado","722511","Full-service restaurants","Other noncorporate legal forms of organization","All establishments","2020","3","1,349","486","96"
"Connecticut","722511","Full-service restaurants","All establishments","All establishments","2020","3,409","1,052,732","318,266","57,413"
